Term,ECSS Standards,Branches
DMA,"['ECSS_E_ST_50_11C', 'ECSS_Q_ST_70_16C', 'ECSS_E_ST_50_12C']","['E', 'Q']"
EBF,['ECSS_E_ST_50_11C'],['E']
EDF,['ECSS_E_ST_50_11C'],['E']
ER,['ECSS_E_ST_50_11C'],['E']
FULL,['ECSS_E_ST_50_11C'],['E']
Gbit/s,['ECSS_E_ST_50_11C'],['E']
I2C,['ECSS_E_ST_50_11C'],['E']
IDLE,['ECSS_E_ST_50_11C'],['E']
iINIT1,['ECSS_E_ST_50_11C'],['E']
iINIT2,['ECSS_E_ST_50_11C'],['E']
iLANES,['ECSS_E_ST_50_11C'],['E']
iLLCW,['ECSS_E_ST_50_11C'],['E']
INIT1,['ECSS_E_ST_50_11C'],['E']
INIT2,['ECSS_E_ST_50_11C'],['E']
INIT3,['ECSS_E_ST_50_11C'],['E']
LANE,['ECSS_E_ST_50_11C'],['E']
LFSR,['ECSS_E_ST_50_11C'],['E']
LLCW,['ECSS_E_ST_50_11C'],['E']
LoS,['ECSS_E_ST_50_11C'],['E']
LOS,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
LOST_SIGNAL,['ECSS_E_ST_50_11C'],['E']
LVCMOS,['ECSS_E_ST_50_11C'],['E']
LVDS,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_16C', 'ECSS_E_ST_50_12C']",['E']
LVPECL,['ECSS_E_ST_50_11C'],['E']
LVTTL,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
MT,"['ECSS_E_ST_50_11C', 'ECSS_Q_ST_70_15C']","['E', 'Q']"
NACK,['ECSS_E_ST_50_11C'],['E']
N-Char,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12C']",['E']
OM,['ECSS_E_ST_50_11C'],['E']
OMA,['ECSS_E_ST_50_11C'],['E']
PD,['ECSS_E_ST_50_11C'],['E']
PIN,['ECSS_E_ST_50_11C'],['E']
PRBS,['ECSS_E_ST_50_11C'],['E']
QoS,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_16C']",['E']
RETRY,['ECSS_E_ST_50_11C'],['E']
RIN,['ECSS_E_ST_50_11C'],['E']
RX,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
RX_EN,['ECSS_E_ST_50_11C'],['E']
RXERR,['ECSS_E_ST_50_11C'],['E']
SBF,['ECSS_E_ST_50_11C'],['E']
SDF,['ECSS_E_ST_50_11C'],['E']
SEQ_NUM,['ECSS_E_ST_50_11C'],['E']
SerDes,['ECSS_E_ST_50_11C'],['E']
SIF,['ECSS_E_ST_50_11C'],['E']
SKIP,['ECSS_E_ST_50_11C'],['E']
STANDBY,['ECSS_E_ST_50_11C'],['E']
STATUS,['ECSS_E_ST_50_11C'],['E']
TX,"['ECSS_E_ST_50_11C', 'ECSS_E_ST_50_12CRev1']",['E']
TX_EN,['ECSS_E_ST_50_11C'],['E']
UI,['ECSS_E_ST_50_11C'],['E']
VCB,"['ECSS_E_ST_50_11C', 'ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_20CRev1', 'ECSS_E_ST_10_02C']","['E', 'Q']"
VCSEL,['ECSS_E_ST_50_11C'],['E']
VDIFF,['ECSS_E_ST_50_11C'],['E']
VDIFF-PK,['ECSS_E_ST_50_11C'],['E']
VDIFF-PK-PK,['ECSS_E_ST_50_11C'],['E']
VML,['ECSS_E_ST_50_11C'],['E']
VN,['ECSS_E_ST_50_11C'],['E']
XOR,['ECSS_E_ST_50_11C'],['E']
AWG,"['ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_20_07CRev2', 'ECSS_Q_ST_70_30C', 'ECSS_Q_ST_70_26CRev1Corr1', 'ECSS_Q_ST_70_61C', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_70_26C', 'ECSS_Q_ST_70_08C', 'ECSS_Q_ST_30_11CRev1', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_50_12C', 'ECSS_E_ST_20_07CRev1']","['E', 'Q', '']"
ESC,"['ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_12C']",['E']
ESCC,"['ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_20_01C', 'ECSS_E_ST_50_16C', 'ECSS_Q_ST_60_02C', 'ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_70_53C', 'ECSS_Q_ST_60_14CRev1Corr1', 'ECSS_Q_ST_30_11CRev2', 'ECSS_Q_ST_60CRev3', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_30_11C', 'ECSS_Q_ST_60CRev1', 'ECSS_Q_ST_60_14C', 'ECSS_Q_ST_60CRev2', 'ECSS_Q_ST_30_11CRev1', 'ECSS_Q_ST_60_13C']","['E', 'Q', '']"
Mbps,"['ECSS_E_ST_50_12CRev1', 'ECSS_E_ST_50_16C']",['E']
PSELFEXT,['ECSS_E_ST_50_12CRev1'],['E']
PSNEXT,['ECSS_E_ST_50_12CRev1'],['E']
TDR,"['ECSS_E_ST_50_12CRev1', 'ECSS_Q_ST_70_12C', 'ECSS_Q_ST_70_60CCorr1']","['E', 'Q']"
DGD,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
emf,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
ETFE,"['ECSS_E_ST_20_06CRev1', 'ECSS_Q_ST_70_30C', 'ECSS_Q_ST_70_53C', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_08C', 'ECSS_E_ST_20_06C']","['E', 'Q']"
eV,"['ECSS_E_ST_20_06CRev1', 'ECSS_Q_ST_70_29C', 'ECSS_E_ST_20_06C']","['E', 'Q']"
FEP,"['ECSS_E_ST_20_06CRev1', 'ECSS_Q_ST_70_18C', 'ECSS_Q_ST_70_61C', 'ECSS_Q_ST_70_08C', 'ECSS_E_ST_20_06C']","['E', 'Q']"
HEO,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_20_06C', 'ECSS_E_ST_10_04C']",['E']
IVGD,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
MLT,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_20_06C', 'ECSS_E_ST_10_04C']",['E']
NGD,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
PEO,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
RIC,['ECSS_E_ST_20_06CRev1'],['E']
SAS,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
SPIS,['ECSS_E_ST_20_06CRev1'],['E']
SPT,"['ECSS_E_ST_20_06CRev1', 'ECSS_E_ST_20_06C']",['E']
AL,"['ECSS_E_ST_32_10CRev2Corr1', 'ECSS_E_ST_32_10CRev1', 'ECSS_E_ST_32_10CRev2']",['E']
FRP,"['ECSS_E_ST_32_10CRev2Corr1', 'ECSS_E_ST_32_10CRev1', 'ECSS_E_ST_32_10CRev2']",['E']
KA,"['ECSS_E_ST_32_10CRev2Corr1', 'ECSS_E_ST_32_10CRev1', 'ECSS_E_ST_32_10CRev2']",['E']
KQ,"['ECSS_E_ST_32_10CRev2Corr1', 'ECSS_E_ST_32_10CRev1', 'ECSS_E_ST_32_10CRev2']",['E']
QL,"['ECSS_E_ST_32_10CRev2Corr1', 'ECSS_E_ST_32_10CRev1', 'ECSS_E_ST_32_10CRev2']",['E']
D/A,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
DFMR,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01CRev1']",['E']
F,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
FL,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
Fmin,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
FR,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
HA,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
HD,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
HV,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_20_07CRev2', 'ECSS_Q_ST_70_46CRev1', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1', 'ECSS_E_ST_20_07CRev1']","['E', 'Q']"
HY,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
I,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
M,"['ECSS_E_ST_33_01CRev2', 'ECSS_Q_ST_70_10C', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']","['E', 'Q']"
MAV,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
MUM,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
MOI,"['ECSS_E_ST_33_01CRev2', 'ECSS_S_ST_00_01C', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']","['E', '']"
MSVP,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01CRev1']",['E']
MSVR,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01CRev1']",['E']
n.a.,"['ECSS_E_ST_33_01CRev2', 'ECSS_Q_ST_70_10C', 'ECSS_Q_ST_70_11C', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']","['E', 'Q']"
SMS,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
S,"['ECSS_E_ST_33_01CRev2', 'ECSS_Q_ST_70_55C', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']","['E', 'Q']"
TD,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1', 'ECSS_E_ST_10_04C', 'ECSS_E_ST_10_03C']",['E']
TL,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
Tmin,"['ECSS_E_ST_33_01CRev2', 'ECSS_E_ST_33_01C', 'ECSS_E_ST_33_01CRev1']",['E']
AST,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
BRF,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
DSNU,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
EEA,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
FPN,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
IRF,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
MEA,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
PRNU,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
RHS,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
SEA,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
STC,"['ECSS_E_ST_60_20CRev2', 'ECSS_E_ST_60_20CRev1']",['E']
TEC,['ECSS_E_ST_60_20CRev2'],['E']
TDI,['ECSS_E_ST_60_20CRev2'],['E']
RoD,['ECSS_E_ST_20_21C'],['E']
CRA,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
CTS,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
GC,"['ECSS_E_ST_35_06CRev2', 'ECSS_Q_ST_70_29C', 'ECSS_E_ST_35_06CRev1']","['E', 'Q']"
HEPA,"['ECSS_E_ST_35_06CRev2', 'ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_58C', 'ECSS_E_ST_35_06CRev1']","['E', 'Q']"
IPA,"['ECSS_E_ST_35_06CRev2', 'ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_53C', 'ECSS_Q_ST_70_55C', 'ECSS_Q_ST_70_58C', 'ECSS_Q_ST_70_50C', 'ECSS_Q_ST_70_26CRev1Corr1', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70_17C', 'ECSS_Q_ST_70_05CRev1', 'ECSS_Q_ST_70_80C', 'ECSS_Q_ST_70_05C', 'ECSS_E_ST_35_06CRev1']","['E', 'Q']"
MAIT,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
MEK,"['ECSS_E_ST_35_06CRev2', 'ECSS_Q_ST_70_17C', 'ECSS_E_ST_35_06CRev1']","['E', 'Q']"
ppmv,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
TLV,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_35_06CRev1']",['E']
US,"['ECSS_E_ST_35_06CRev2', 'ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_35_06CRev1', 'ECSS_E_ST_32_01CRev1']",['E']
DES,['ECSS_E_ST_40_07C'],['E']
SMDL,['ECSS_E_ST_40_07C'],['E']
SMP,['ECSS_E_ST_40_07C'],['E']
URI,['ECSS_E_ST_40_07C'],['E']
URL,['ECSS_E_ST_40_07C'],['E']
UUID,['ECSS_E_ST_40_07C'],['E']
AC/DC,['ECSS_E_ST_20_01C'],['E']
BAT,"['ECSS_E_ST_20_01C', 'ECSS_U_ST_20C']","['E', 'U']"
BSE,['ECSS_E_ST_20_01C'],['E']
DML,"['ECSS_E_ST_20_01C', 'ECSS_Q_ST_20_10C', 'ECSS_Q_ST_70_01C', 'ECSS_Q_ST_70_53C', 'ECSS_Q_ST_70_14C', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_Q_ST_70CRev2', 'ECSS_S_ST_00_01C', 'ECSS_U_ST_20C', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70_11C', 'ECSS_Q_ST_70CRev1']","['E', 'Q', '', 'U']"
DPL,"['ECSS_E_ST_20_01C', 'ECSS_Q_ST_20_10C', 'ECSS_Q_ST_70_53C', 'ECSS_Q_ST_70_14C', 'ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70CRev2', 'ECSS_Q_ST_70_16C', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_70C', 'ECSS_Q_ST_70CRev1', 'ECSS_Q_ST_70_71C']","['E', 'Q', '']"
EQSR,"['ECSS_E_ST_20_01C', 'ECSS_Q_ST_20_10C']","['E', 'Q']"
ERS,['ECSS_E_ST_20_01C'],['E']
HPA,['ECSS_E_ST_20_01C'],['E']
LNA,['ECSS_E_ST_20_01C'],['E']
OMUX,['ECSS_E_ST_20_01C'],['E']
PIC,['ECSS_E_ST_20_01C'],['E']
PIMP,['ECSS_E_ST_20_01C'],['E']
REG,['ECSS_E_ST_20_01C'],['E']
SEY,['ECSS_E_ST_20_01C'],['E']
TEM,['ECSS_E_ST_20_01C'],['E']
TRB,"['ECSS_E_ST_20_01C', 'ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_20CRev2', 'ECSS_Q_ST_20CRev2Corr1', 'ECSS_Q_ST_60_05CRev1', 'ECSS_Q_ST_40CRev1', 'ECSS_Q_ST_70_61C', 'ECSS_S_ST_00_01C', 'ECSS_Q_ST_20C', 'ECSS_Q_ST_30C', 'ECSS_Q_ST_40C', 'ECSS_Q_ST_20CRev1', 'ECSS_E_ST_20C', 'ECSS_E_ST_10_03C', 'ECSS_E_ST_20CRev1']","['E', 'Q', '']"
TVAC,['ECSS_E_ST_20_01C'],['E']
TWTA,['ECSS_E_ST_20_01C'],['E']
UAT,['ECSS_E_ST_20_01C'],['E']
VSWR,"['ECSS_E_ST_20_01C', 'ECSS_Q_ST_70_18C']","['E', 'Q']"
WG,['ECSS_E_ST_20_01C'],['E']
WOCA,['ECSS_E_ST_20_01C'],['E']
AE,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
AO,"['ECSS_E_ST_10_04CRev1', 'ECSS_Q_ST_70_01C', 'ECSS_E_ST_10_04C']","['E', 'Q']"
BIRA,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
CIRA,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
COSPAR,"['ECSS_E_ST_10_04CRev1', 'ECSS_Q_ST_70_58C', 'ECSS_Q_ST_70_56C', 'ECSS_Q_ST_70_57C', 'ECSS_U_ST_20C', 'ECSS_E_ST_10_04C']","['E', 'Q', 'U']"
DISCOS,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
DTM,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
ESP,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
GCR,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
GRAM,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
GSM,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
HWM,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
IAGA,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
IASB,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
IGRF,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
IMF,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
JB-2006,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
JB-2008,['ECSS_E_ST_10_04CRev1'],['E']
MASTER,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
MSIS,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
nT,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
RE,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_10_04C', 'ECSS_E_ST_20_07CRev1']",['E']
RHU,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
RJ,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
SEPs,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
sfu,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
SRP,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
SPIDR,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
URSI,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
WMM,"['ECSS_E_ST_10_04CRev1', 'ECSS_E_ST_10_04C']",['E']
ARINC,['ECSS_E_ST_50_16C'],['E']
BAG,['ECSS_E_ST_50_16C'],['E']
BE,['ECSS_E_ST_50_16C'],['E']
CD,"['ECSS_E_ST_50_16C', 'ECSS_M_ST_40CRev1']","['E', 'M']"
CSMA,['ECSS_E_ST_50_16C'],['E']
CT,"['ECSS_E_ST_50_16C', 'ECSS_Q_ST_70_15C']","['E', 'Q']"
ES,['ECSS_E_ST_50_16C'],['E']
FCS,['ECSS_E_ST_50_16C'],['E']
FT,"['ECSS_E_ST_50_16C', 'ECSS_Q_ST_40_12C']","['E', 'Q']"
Gbps,['ECSS_E_ST_50_16C'],['E']
GMII,['ECSS_E_ST_50_16C'],['E']
ICMP,['ECSS_E_ST_50_16C'],['E']
IFG,['ECSS_E_ST_50_16C'],['E']
IHL,['ECSS_E_ST_50_16C'],['E']
IP,"['ECSS_E_ST_50_16C', 'ECSS_Q_ST_60_02C']","['E', 'Q']"
LLC,['ECSS_E_ST_50_16C'],['E']
MIB,['ECSS_E_ST_50_16C'],['E']
MII,['ECSS_E_ST_50_16C'],['E']
PCF,['ECSS_E_ST_50_16C'],['E']
PHY,['ECSS_E_ST_50_16C'],['E']
PLS,['ECSS_E_ST_50_16C'],['E']
PMA,['ECSS_E_ST_50_16C'],['E']
RM,['ECSS_E_ST_50_16C'],['E']
SAE,"['ECSS_E_ST_50_16C', 'ECSS_E_ST_32_01CRev2', 'ECSS_Q_ST_70_14C', 'ECSS_E_ST_32_01CRev1']","['E', 'Q']"
SFD,['ECSS_E_ST_50_16C'],['E']
SM,['ECSS_E_ST_50_16C'],['E']
SN,"['ECSS_E_ST_50_16C', 'ECSS_Q_ST_30_02C']","['E', 'Q']"
SNMP,['ECSS_E_ST_50_16C'],['E']
TFTP,['ECSS_E_ST_50_16C'],['E']
TTE,['ECSS_E_ST_50_16C'],['E']
UDP,['ECSS_E_ST_50_16C'],['E']
VL,['ECSS_E_ST_50_16C'],['E']
VL-DI,['ECSS_E_ST_50_16C'],['E']
ARQ,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50_04C', 'ECSS_E_ST_50C']",['E']
CCITT,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
CSAD,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
CSADD,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
CSBD,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
CSDDD,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
CSOM,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
CSPD,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
CSRD,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
CSVP,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
MEC,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
OCC,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
SDLS,"['ECSS_E_ST_50CRev1', 'ECSS_E_AS_50_22C', 'ECSS_E_AS_50_23C', 'ECSS_E_AS_50_25C', 'ECSS_E_AS_50_26C']",['E']
SDU,"['ECSS_E_ST_50CRev1', 'ECSS_E_ST_50C']",['E']
a/c,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
ASME,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
BS,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
DOT,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
EDM,"['ECSS_E_ST_32_01CRev2', 'ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70_71C']","['E', 'Q']"
EPFM,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
FAD,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
FCIL,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
FLLIL,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
FOD,"['ECSS_E_ST_32_01CRev2', 'ECSS_Q_ST_70_60CCorr1', 'ECSS_E_ST_32_01CRev1']","['E', 'Q']"
Fty,"['ECSS_E_ST_32_01CRev2', 'ECSS_Q_ST_70_80C', 'ECSS_E_ST_32_01CRev1']","['E', 'Q']"
Ftu,"['ECSS_E_ST_32_01CRev2', 'ECSS_Q_ST_70_80C', 'ECSS_E_ST_32_01CRev1']","['E', 'Q']"
J-R,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
K-R,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
LEF,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
LEFM,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
KC,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
KIC,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
KISCC,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
Kth,['ECSS_E_ST_32_01CRev2'],['E']
NHLBB,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
NSTS,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
PFCIL,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
RFCP,"['ECSS_E_ST_32_01CRev2', 'ECSS_E_ST_32_01CRev1']",['E']
UTS,"['ECSS_E_ST_32_01CRev2', 'ECSS_Q_ST_70_37C', 'ECSS_Q_ST_70_46CRev1', 'ECSS_Q_ST_70_14C', 'ECSS_Q_ST_70_71CRev1', 'ECSS_Q_ST_70_71C']","['E', 'Q']"
AM,"['ECSS_E_ST_20_07CRev2', 'ECSS_Q_ST_70_80C', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']","['E', 'Q']"
BCI,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
CE,"['ECSS_E_ST_20_07CRev2', 'ECSS_Q_ST_40CRev1', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']","['E', 'Q']"
CS,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
EMCAB,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1', 'ECSS_E_ST_20CRev1']",['E']
EMCCP,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_10_03CRev1', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_10_03C', 'ECSS_E_ST_20_07CRev1']",['E']
EMEVP,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20C', 'ECSS_E_ST_20_07CRev1', 'ECSS_E_ST_20CRev1']",['E']
EMEVR,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20C', 'ECSS_E_ST_20_07CRev1', 'ECSS_E_ST_20CRev1']",['E']
EMISM,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
EUT,"['ECSS_E_ST_20_07CRev2', 'ECSS_E_ST_20_07C', 'ECSS_E_ST_20_07CRev1']",['E']
